"X1","X2","X3","X4","X5","X6","X7","X8","X9","X10","X11","X12","X13","X14","X15","X16","sample_name","sample_type"
0.19,0.121,0.0475,0.1855,0.0865,0.056,0.0555,0.0425,0.0195,0.007,0.0025,0.015,0.071,0.0265,0.0125,0.0615,"ref_sample_340","reference"
0.0295,0.017,0,0.013,0.007,0.3535,0.1805,0.07,0.011,0.0755,5e-04,0.033,0.0135,0.138,0.0015,0.0565,"ref_sample_341","reference"
0.001,0.0105,0.344,0.0315,0.0495,0.0315,0.0015,0.119,5e-04,0.0025,0.117,0.0115,0.005,0.0015,0.2555,0.018,"ref_sample_342","reference"
0,0,0.0195,0.0075,0.01,0.007,0,0.02,0.0025,0.005,0.514,0.1705,5e-04,0.001,0.1825,0.06,"ref_sample_343","reference"
0.141,0.085,0.0945,0.1025,0.0035,0.0015,0.1085,0.077,0.125,0.0625,0.069,0.059,0.0275,0.0115,0.014,0.018,"ref_sample_344","reference"
0.0085,0.0035,0.0085,0.012,0.001,0.0015,0.0055,0.0095,0.191,0.0755,0.182,0.2,0.086,0.0455,0.0815,0.0885,"ref_sample_345","reference"
0.0535,0.0135,0,0.0345,0.262,0.112,0.143,0.0885,5e-04,0.003,0,0.0015,0.0325,0.1565,0,0.099,"ref_sample_346","reference"
0.2395,0.07,0.0215,0.117,0.0695,0.039,0.0275,0.016,0.049,0.017,0.008,0.0265,0.1545,0.0485,0.0165,0.08,"ref_sample_347","reference"
0.215,0.146,0.051,0.0545,0.006,0.016,0.093,0.0235,0,0,0,0,0.2405,0.067,0.046,0.0415,"ref_sample_348","reference"
0.0325,0.0255,0.004,0.0195,0.145,0.1055,0.0945,0.037,0.083,0.2805,0.017,0.1005,0.0095,0.031,0.002,0.013,"ref_sample_349","reference"
0.153,0.11,0.029,0.14,0,0,0.11,0.0755,0.038,0.0165,0.0065,0.023,0.1195,0.054,0.0255,0.0995,"ref_sample_350","reference"
0,0,0.002,0,0.1915,0.22,0.0025,0.199,0,0,5e-04,0,0,0.005,0.351,0.0285,"ref_sample_351","reference"
0.004,0.2855,0.0365,0.1655,0,0.001,0.092,0.0715,0.0115,0.0045,0.002,0.0165,0.1225,0.048,0.025,0.114,"ref_sample_352","reference"
5e-04,0.002,0.003,0.0015,0.1505,0.0995,0.0315,0.073,0.003,0.1025,0.163,0.1305,0,0.073,0.093,0.0735,"ref_sample_353","reference"
0.116,0.0885,0.048,0.099,0.1185,0.0525,0.0685,0.053,0.0145,0.011,0.0085,0.013,0.089,0.078,0.046,0.096,"ref_sample_354","reference"
0.003,0.003,0.3115,0.0905,0.051,0.0325,0.0035,0.1275,0.001,0,0.075,0.0235,0.001,5e-04,0.215,0.0615,"ref_sample_355","reference"
0.0445,0.016,0.133,0.125,5e-04,0.06,0.0245,0.1155,0.0275,0.0085,0.09,0.08,0.031,0.022,0.113,0.109,"ref_sample_356","reference"
0.2425,0.079,0.067,0.0445,0.0315,0.01,0.1865,0.049,0.0345,0.0265,0.009,0.0115,0.105,0.058,0.0245,0.021,"ref_sample_357","reference"
0.2195,0.1435,0.028,0.1285,0.02,0.011,0.0915,0.039,0.0025,0,0,0.003,0.155,0.0445,0.014,0.1,"ref_sample_358","reference"
0.0815,0.165,0.193,0.1575,0.005,0.0125,0.057,0.104,0.013,0.002,0.014,0.0105,0.0625,0.0205,0.0565,0.0455,"ref_sample_359","reference"
0.029,0.0105,0.168,0.0645,0.1655,0.105,0.0225,0.198,0.0015,0.0015,0.015,0.005,0.012,0.013,0.13,0.059,"ref_sample_360","reference"
0,0.0015,0,0,0.003,0.025,0.004,0.0025,0.0145,0.5865,0.062,0.119,0.0025,0.1355,0.011,0.033,"ref_sample_361","reference"
0.173,0.094,0.0335,0.1315,0.0085,0.0035,0.095,0.064,0.086,0.0245,0.0115,0.0655,0.0875,0.0355,0.012,0.0745,"ref_sample_362","reference"
0.0145,0.0055,0.195,0.0575,0.0345,0.0175,0.0045,0.06,0.012,0.004,0.206,0.0615,0.0105,0.007,0.2495,0.0605,"ref_sample_363","reference"
0.081,0.042,0.023,0.0485,0.064,0.043,0.0505,0.0365,0.091,0.055,0.024,0.0535,0.143,0.104,0.038,0.103,"ref_sample_364","reference"
0.0205,0.0105,0.0045,0.011,0.0155,0.0045,0.016,0.011,0.235,0.139,0.058,0.1205,0.137,0.107,0.0345,0.0755,"ref_sample_365","reference"
0,0,5e-04,0.001,0.0195,0.0105,0,0.0075,0,0.0045,0.5275,0.149,0,0.002,0.221,0.057,"ref_sample_366","reference"
0.172,0.122,0.0025,0.0805,0.0125,0.0145,0.099,0.0265,0.046,0.02,0.001,0.021,0.2125,0.0885,0.0015,0.08,"ref_sample_367","reference"
0,0,0,5e-04,0.0775,0.0805,0.0325,0.019,0.001,0.227,0.093,0.0955,5e-04,0.2165,0.0745,0.082,"ref_sample_368","reference"
0.1505,0.098,0.0355,0.108,0.0205,0.0115,0.1225,0.074,0.025,0.0115,0.0075,0.024,0.1185,0.059,0.034,0.1,"ref_sample_369","reference"
0.0235,0.0065,0.0405,0.023,0.0275,0.028,0.0095,0.0215,0.092,0.077,0.261,0.126,0.0385,0.0495,0.1165,0.0595,"ref_sample_370","reference"
0.1305,0.0715,0.0045,0.1265,0.1695,0.058,0.092,0.0555,0.0065,0.003,0,0.005,0.081,0.083,0.0025,0.111,"ref_sample_371","reference"
0.0075,0.0165,0.2225,0.041,0.0705,0.018,5e-04,0.01,0.017,0.0055,0.2135,0.0405,0.023,0.007,0.2615,0.0455,"ref_sample_372","reference"
0.1015,0.1615,0.058,0.115,0.0105,0.016,0.098,0.049,0.001,5e-04,5e-04,0.002,0.1745,0.0625,0.0435,0.106,"ref_sample_373","reference"
0.005,0.006,0.01,0.004,0.161,0.272,0.062,0.1075,0.001,0.013,0.022,0.0075,0.0045,0.1075,0.16,0.057,"ref_sample_374","reference"
5e-04,0,0.0075,0.0015,0.144,0.1005,5e-04,0.0305,0.002,0.0105,0.2405,0.1205,5e-04,0.0145,0.22,0.1065,"ref_sample_375","reference"
0.062,0.0375,0.088,0.039,0.235,0.131,0.0715,0.085,0.0095,0.014,0.015,0.0045,0.03,0.0645,0.076,0.0375,"ref_sample_376","reference"
0.0075,0.0115,0.2055,0.0345,0.1075,0.0455,0.013,0.2065,0.0065,0.009,0.1265,0.02,0.006,0.009,0.163,0.0285,"ref_sample_377","reference"
0.157,0.101,0.076,0.158,0.033,0.016,0.067,0.0555,0.031,0.011,0.014,0.031,0.099,0.03,0.039,0.0815,"ref_sample_378","reference"
0.0025,0.0115,0.055,0.0205,0.152,0.284,0.032,0.165,0.004,0.012,0.0565,0.026,0.0025,0.0225,0.1055,0.0485,"ref_sample_379","reference"
0.0355,0.098,0.035,0.099,0.005,0.047,0.046,0.052,0.08,0.033,0.044,0.1015,0.1025,0.059,0.0405,0.122,"ref_sample_380","reference"
0.154,0.0515,0.068,0.081,0.1505,0.178,0.0115,0.008,0.0505,0.034,0.0325,0.0355,0.044,0.04,0.0245,0.0365,"ref_sample_381","reference"
0.0405,0.0215,0.34,0.1175,0,0.002,0.0135,0.138,0.002,0.0015,0.0115,0.0025,0.0265,0.009,0.205,0.069,"ref_sample_382","reference"
0.253,0.0945,0.0315,0.1125,0.0395,0.01,0.0755,0.0315,0.071,0.0265,0.0085,0.037,0.1105,0.0355,0.0115,0.0515,"ref_sample_383","reference"
0,0,0,0,0,0,0,0,0.0105,0.3095,0.166,0.282,0,0.0945,0.05,0.0875,"ref_sample_384","reference"
0.105,0.047,0.1605,0.0955,0.0055,0.0175,0.0425,0.0775,0.044,0.019,0.078,0.0345,0.071,0.029,0.1205,0.053,"ref_sample_385","reference"
0.219,0.0705,0.0595,0.099,0.013,0.002,0.1325,0.0665,0.1005,0.0425,0.0235,0.0475,0.0535,0.0225,0.0165,0.0315,"ref_sample_386","reference"
0.0985,0.0565,0.1695,0.0665,0.036,0.0165,0.1095,0.1585,0.0295,0.0255,0.056,0.0205,0.039,0.025,0.07,0.023,"ref_sample_387","reference"
0.001,0,0.0015,5e-04,0.4045,0.1605,0.0455,0.182,0,5e-04,0.0015,0,0,0.0465,0.114,0.042,"ref_sample_388","reference"
5e-04,0.0045,0.001,0.004,0,0,0.0025,0.003,0.411,0.102,0.0485,0.1685,0.146,0.0325,0.017,0.059,"ref_sample_389","reference"
0.0975,0.3055,5e-04,0.141,0,0,0.1085,0.0455,0.0215,0.007,0,0.0085,0.153,0.0375,5e-04,0.0735,"ref_sample_390","reference"
0.041,0.0185,0.0345,0.032,0.1135,0.0375,0.0755,0.0755,0.0715,0.134,0.1095,0.0885,0.0245,0.059,0.0465,0.0385,"ref_sample_391","reference"
5e-04,0.001,0.001,5e-04,0.259,0.18,0.098,0.104,0,0.0085,0.0025,0.004,0.0015,0.194,0.0365,0.109,"ref_sample_392","reference"
0.0515,0.238,0,0.085,0.0845,0.189,0.0965,0.031,0.0795,0.043,5e-04,0.0315,0.025,0.0235,0,0.0215,"ref_sample_393","reference"
0.0175,0.0045,0.198,0.0835,0.031,0.021,0.006,0.1055,0.012,0.002,0.1585,0.078,0.0155,0.0065,0.177,0.0835,"ref_sample_394","reference"
0.0015,0.1545,5e-04,0.078,0.1385,0.085,0.1445,0.08,0.0335,0.053,0,0.0495,0.0375,0.0765,0,0.0675,"ref_sample_395","reference"
0.003,0.035,0.3425,0.138,0.106,0.0725,0.008,0.0945,0.0045,0.0015,0.1055,0.029,0.002,5e-04,0.046,0.0115,"ref_sample_396","reference"
0.0045,0.0015,0.001,0.001,0.0385,0.013,0.011,0.0045,0.0595,0.415,0.082,0.075,0.017,0.202,0.0385,0.036,"ref_sample_397","reference"
0.0915,0.113,0.145,0.075,0.007,0.012,0.096,0.0965,0,0,0,0,0.1075,0.066,0.1225,0.068,"ref_sample_398","reference"
0.002,5e-04,0.3445,0.114,0.005,0.005,0.0015,0.2945,0,0,0.075,0.027,5e-04,0,0.094,0.0365,"ref_sample_399","reference"
0.0025,0.3595,0.014,0.1525,0.0185,0.012,0.1145,0.054,0.025,0.0075,0.0015,0.014,0.1115,0.0385,0.006,0.0685,"ref_sample_400","reference"
0.0495,0.0865,0.0665,0.1285,0.0885,0.0675,0.0685,0.071,0.001,5e-04,0,0,0.083,0.075,0.0695,0.1445,"ref_sample_401","reference"
0.0835,0.033,0.003,0.0585,0.158,0.0845,0.167,0.086,5e-04,0.002,0,0.002,0.059,0.151,0.004,0.108,"ref_sample_402","reference"
0.0145,0.186,0.1505,0.0875,0.016,0.0115,0.067,0.077,0.0585,0.016,0.062,0.041,0.066,0.0305,0.069,0.047,"ref_sample_403","reference"
0.1525,0.0395,0.022,0.074,0.0035,0.028,0.0325,0.013,0.262,0.066,0.031,0.114,0.0925,0.0275,0.007,0.035,"ref_sample_404","reference"
0.0185,0.0205,0,0.0205,5e-04,0.0035,0.012,0.007,0.2955,0.1005,0,0.2365,0.1345,0.0415,0,0.109,"ref_sample_405","reference"
0.244,0.0855,0.08,0.107,0.039,0.011,0.0775,0.0425,0.0205,0.005,0.0045,0.01,0.1405,0.041,0.036,0.056,"ref_sample_406","reference"
0.0275,0.0115,0.0345,0.031,0.2185,0.0645,0.0295,0.0435,0.034,0.0825,0.092,0.071,0.0315,0.0805,0.085,0.063,"ref_sample_407","reference"
0.177,0.065,0.057,0.0765,0.027,0.0145,0.0835,0.043,0.0815,0.039,0.023,0.0325,0.125,0.0595,0.047,0.049,"ref_sample_408","reference"
0.0175,0.006,0,0.017,0.033,0.017,0.0235,0.015,0.156,0.2135,0,0.2165,0.0605,0.1215,0,0.103,"ref_sample_409","reference"
0,0.139,0.041,0.0325,0.027,0.0205,0.024,0.016,0.236,0.076,0.082,0.0775,0.118,0.034,0.0415,0.035,"ref_sample_410","reference"
0.058,0.031,0.0445,0.047,5e-04,0.0015,0.0465,0.0625,0.1205,0.078,0.133,0.0955,0.092,0.0445,0.0795,0.0655,"ref_sample_411","reference"
0.02,0.005,0.006,0.006,0.2605,0.2,0.112,0.0815,5e-04,0.003,0.0015,5e-04,0.0085,0.182,0.0535,0.0595,"ref_sample_412","reference"
0.0075,0.004,0.097,0.0315,0.001,5e-04,0.0015,0.037,0.0225,0.0055,0.4295,0.1405,0.011,0.006,0.1505,0.0545,"ref_sample_413","reference"
5e-04,0.0015,0.2345,0.1335,0.069,0.053,0.0025,0.188,0,5e-04,0.094,0.056,5e-04,0,0.104,0.0625,"ref_sample_414","reference"
0.105,0.0725,0.1155,0.098,0.0015,0.1025,0.071,0.082,0.0015,5e-04,0.001,0.001,0.1005,0.06,0.095,0.0925,"ref_sample_415","reference"
5e-04,0,0.011,0.002,0.0015,0.0065,0,0.0025,0.018,0.02,0.552,0.0875,0.0105,0.0095,0.2415,0.037,"ref_sample_416","reference"
0.1995,0.105,0.0025,0.1215,0.0015,5e-04,0.1825,0.073,0.0035,0.0025,0,0.001,0.1375,0.0805,0.002,0.087,"ref_sample_417","reference"
0.0385,0.0175,0.0285,0.0365,0,0.1225,0.055,0.0715,0.0405,0.0745,0.084,0.105,0.046,0.0855,0.092,0.1025,"ref_sample_418","reference"
0.014,0.017,0.02,0.017,0.222,0.144,0.06,0.068,0.0045,0.034,0.0285,0.0235,0.018,0.13,0.101,0.0985,"ref_sample_419","reference"
0.232,0.1005,0.0435,0.068,0.0065,0.0205,0.144,0.045,0,0,0,0,0.181,0.0835,0.0295,0.046,"ref_sample_420","reference"
0.08,0.0945,0.02,0.1025,0,0,0.07,0.0465,0.21,0.0775,0.0315,0.15,0.051,0.018,0.0065,0.042,"ref_sample_421","reference"
0.087,0.1015,0.02,0.106,0,5e-04,0.0765,0.053,0.121,0.0445,0.0235,0.0945,0.1245,0.04,0.018,0.0895,"ref_sample_422","reference"
0.018,0.395,0,0.12,5e-04,0.0015,0.199,0.061,0.042,0.021,0,0.0255,0.06,0.0315,0,0.025,"ref_sample_423","reference"
0.071,0.1585,0,0.107,0.0445,0.0535,0.027,0.009,0.0775,0.026,0,0.0445,0.19,0.0725,0,0.119,"ref_sample_424","reference"
5e-04,0.0675,0.0015,0.027,0.1485,0.132,0.175,0.0655,0.0055,0.014,5e-04,0.008,0.046,0.2005,0.005,0.103,"ref_sample_425","reference"
0.0965,0.035,0.099,0.114,0.0475,0.0325,0.0645,0.1075,0.016,0.009,0.0235,0.018,0.0825,0.0615,0.0895,0.1035,"ref_sample_426","reference"
0.0215,0.261,0.0465,0.072,0.005,0.0035,0.1655,0.0675,0.0045,0.002,0.001,0.002,0.16,0.093,0.0275,0.0675,"ref_sample_427","reference"
0.007,0.042,0.1795,0.125,0.1665,0.048,0.01,0.097,0,0,0,0,0.025,0.021,0.1625,0.1165,"ref_sample_428","reference"
0.0195,0.2665,0.001,0.177,0.0425,0.016,0.109,0.0835,0.0055,0.0015,0,0.0065,0.1045,0.0615,0.001,0.1045,"ref_sample_429","reference"
0.0385,0.0135,0.008,0.005,0.1145,0.3705,0.1235,0.037,0.0025,0.027,0.0055,0.003,0.0255,0.1725,0.0365,0.017,"ref_sample_430","reference"
0.0085,0.0535,0.0705,0.0705,0.0105,0.0035,0.012,0.036,0.0905,0.032,0.18,0.158,0.0685,0.0215,0.0875,0.097,"ref_sample_431","reference"
0.063,0.057,0.0665,0.033,0.062,0.14,0.123,0.1095,5e-04,0.001,0.0015,0,0.0585,0.1185,0.1115,0.0545,"ref_sample_432","reference"
0.251,0.132,0.04,0.1345,0,0.0015,0.16,0.0725,0.022,0.01,0.0025,0.0115,0.077,0.0315,0.0145,0.0395,"ref_sample_433","reference"
0,0,0.0475,0.024,5e-04,0.0065,0,0.023,0.001,0,0.474,0.219,0,0,0.142,0.0625,"ref_sample_434","reference"
0.029,0.015,0.011,0.0225,0.062,0.2305,0.145,0.085,0.001,0.007,0,0.006,0.03,0.199,0.0525,0.1045,"ref_sample_435","reference"
0.021,0.353,0.0655,0.1045,0,0,0.1045,0.0435,0,0,0,0,0.157,0.039,0.0435,0.0685,"ref_sample_436","reference"
0.0045,0.0025,0.438,0.077,0.0645,0.044,5e-04,0.063,0,0,0.0055,0.0015,0.0045,0.0025,0.246,0.046,"ref_sample_437","reference"
0.024,0.061,0.0465,0.0175,0.063,0.034,0.0485,0.0365,0.0985,0.097,0.0945,0.0395,0.086,0.1175,0.0925,0.0435,"ref_sample_438","reference"
0.066,0.0235,0.0015,0.025,0.061,0.033,0.0425,0.012,0.1955,0.1875,0.006,0.114,0.0775,0.0995,0.0025,0.053,"ref_sample_439","reference"
0.2815,0.1415,0.0015,0.1565,0.026,0.016,0.0745,0.038,0.002,0.001,0,0.0015,0.149,0.039,0,0.072,"ref_sample_440","reference"
0.1005,0.065,0.084,0.093,0.0175,0.1855,0.051,0.052,0.0195,0.0105,0.0165,0.0165,0.065,0.0805,0.074,0.069,"ref_sample_441","reference"
0.114,0.0275,0.092,0.0425,0.09,0.0255,0.05,0.0505,0.097,0.0685,0.1215,0.0465,0.048,0.033,0.06,0.0335,"ref_sample_442","reference"
0.0965,0.041,0.157,0.083,0,0,0.049,0.1335,0.0295,0.0115,0.0575,0.023,0.0715,0.037,0.1315,0.0785,"ref_sample_443","reference"
0.0055,0.239,0.0025,0.125,0.0095,0.0045,0.128,0.069,0.017,0.0065,5e-04,0.0175,0.159,0.075,0.001,0.1405,"ref_sample_444","reference"
0.0725,0.0255,0.057,0.012,0.004,0.0045,0.0485,0.046,0.142,0.079,0.15,0.038,0.1145,0.068,0.1105,0.028,"ref_sample_445","reference"
0.0045,0.0085,0,0.0055,5e-04,5e-04,0.006,0.001,0.3595,0.15,0.017,0.1305,0.158,0.0835,0.008,0.067,"ref_sample_446","reference"
0.003,0.0015,0,0.003,0,5e-04,0.002,0.0015,0.311,0.138,0.0035,0.2635,0.122,0.0565,0.0015,0.0925,"ref_sample_447","reference"
0.066,0.0515,0.07,0.037,0.2525,0.1085,0.0735,0.054,0.018,0.019,0.0155,0.0075,0.0385,0.0995,0.0435,0.0455,"ref_sample_448","reference"
0.219,0.1465,0.0295,0.162,0.031,0.0075,0.0755,0.034,0.0835,0.026,0.007,0.041,0.067,0.0195,0.0075,0.0435,"ref_sample_449","reference"
0.2195,0.0965,0.0085,0.2065,0.0085,0.0035,0.1155,0.079,0.001,0.001,0,0.0015,0.11,0.052,0.003,0.094,"ref_sample_450","reference"
0.0865,0.0425,0.0085,0.0805,0.143,0.118,0.104,0.07,0.0535,0.059,0.0115,0.0785,0.0255,0.0565,0.004,0.0585,"ref_sample_451","reference"
0.133,0.072,0.0585,0.0855,0.098,0.0425,0.1605,0.1095,0.0265,0.0305,0.0115,0.027,0.037,0.0425,0.0245,0.041,"ref_sample_452","reference"
0.001,0.005,5e-04,0.003,0.005,0.0045,0.009,0.002,0.202,0.2265,0.0685,0.103,0.108,0.1375,0.0475,0.077,"ref_sample_453","reference"
0.008,0.005,0.002,0.0045,0.002,0.002,0.003,0.002,0.339,0.149,0.074,0.091,0.1725,0.073,0.03,0.043,"ref_sample_454","reference"
0.001,0,0.002,0,0.1165,0.2015,0.056,0.114,0.0035,0.075,0.194,0.023,5e-04,0.0625,0.1345,0.016,"ref_sample_455","reference"
0.0125,0.1315,0.032,0.0415,0.204,0.0545,0.032,0.011,0.0885,0.094,0.0435,0.047,0.0525,0.0825,0.0305,0.0425,"ref_sample_456","reference"
0.0395,0.0145,5e-04,0.025,0,0.004,0.0175,0.0075,0.3025,0.1135,0.005,0.2265,0.121,0.0475,0.002,0.0735,"ref_sample_457","reference"
0.0055,0.0035,0.0015,0.001,0.0465,0.536,0.099,0.0355,0.001,0.0305,0.007,0.0025,0.0035,0.1665,0.041,0.0195,"ref_sample_458","reference"
0.002,0,0.001,0,0,0,5e-04,0.0015,0.245,0.0995,0.151,0.248,0.089,0.0335,0.037,0.092,"ref_sample_459","reference"
0.0045,0.0075,0.0445,0.0295,5e-04,0.0625,0.0055,0.0285,0.0285,0.0195,0.229,0.167,0.0255,0.028,0.177,0.1425,"ref_sample_460","reference"
0.021,0.017,0.014,0.0205,0,0,0.02,0.019,0.1955,0.0875,0.111,0.1475,0.1385,0.056,0.055,0.0975,"ref_sample_461","reference"
0.0495,0.013,0.0025,0.0375,0.003,5e-04,0.028,0.0165,0.2715,0.1225,0.005,0.1745,0.125,0.046,0.0055,0.0995,"ref_sample_462","reference"
0.097,0.057,0.0415,0.061,0.1435,0.054,0.114,0.0845,0.016,0.014,0.007,0.0055,0.071,0.1085,0.051,0.0745,"ref_sample_463","reference"
5e-04,0,0.005,0.001,0.2385,0.078,0.0035,0.084,0.0015,0.027,0.2465,0.1185,5e-04,0.014,0.123,0.0585,"ref_sample_464","reference"
0.0375,0.179,0.076,0.1,0.024,0.016,0.086,0.0785,0.0035,0.004,0.0055,0.004,0.145,0.073,0.064,0.104,"ref_sample_465","reference"
0.1195,0.1515,0.001,0.084,0.009,0.0495,0.1995,0.0625,0.0435,0.023,5e-04,0.014,0.1005,0.088,0.001,0.053,"ref_sample_466","reference"
0.084,0.0895,0.0435,0.044,0.2025,0.1235,0.1185,0.0685,0.0025,0.004,0.002,0.0025,0.0595,0.092,0.034,0.0295,"ref_sample_467","reference"
0.014,0.0055,0.194,0.077,0.026,0.022,0.0155,0.2115,0.0025,0.001,0.054,0.016,0.0155,0.011,0.2555,0.079,"ref_sample_468","reference"
0.208,0.093,0.022,0.1335,0,5e-04,0.089,0.039,0.0505,0.0155,0.0055,0.026,0.178,0.043,0.009,0.0875,"ref_sample_469","reference"
0.223,0.098,0.0235,0.1655,0.011,0.007,0.109,0.073,0.001,0.0015,5e-04,0.001,0.125,0.0645,0.01,0.0865,"ref_sample_470","reference"
0.073,0.046,0.0375,0.02,0.1135,0.069,0.0955,0.0485,0.091,0.0945,0.038,0.039,0.066,0.0955,0.0355,0.0375,"ref_sample_471","reference"
0.004,0.0015,5e-04,0.0055,0,0,5e-04,0.0025,0.3645,0.1665,0.0925,0.218,0.0695,0.025,0.014,0.0355,"ref_sample_472","reference"
0.1055,0.048,0.0015,0.0615,0.221,0.106,0.06,0.031,0.009,0.0115,0,0.0125,0.0835,0.1365,0.0045,0.108,"ref_sample_473","reference"
0.002,0.002,0,0.003,0.0455,0.0665,0.0055,0.0025,0.021,0.442,0.006,0.1715,0.008,0.1605,0,0.064,"ref_sample_474","reference"
0.106,0.031,0.2235,0.0065,0.0095,0.0055,0.023,0.0605,0.102,0.018,0.241,0.011,0.0355,0.019,0.101,0.007,"ref_sample_475","reference"
0.025,0.0085,0,0.0115,0.06,0.0075,0.024,0.018,0.122,0.2445,0.001,0.2395,0.0325,0.1185,0,0.0875,"ref_sample_476","reference"
0.0585,0.242,0.021,0.0875,0,0,0.153,0.0515,0.0485,0.0285,0.005,0.019,0.1505,0.066,0.0135,0.0555,"ref_sample_477","reference"
0.0115,0.0045,0.002,0.0045,0.006,0.006,0.005,0.0035,0.2545,0.1475,0.063,0.147,0.14,0.092,0.0305,0.0825,"ref_sample_478","reference"
0.034,0.014,0.0025,0.0145,0.2105,0.1645,0.2235,0.088,0.001,0.008,0.0025,0.0035,0.017,0.1445,0.016,0.056,"ref_sample_479","reference"
0.013,0.004,0,0.0045,0.162,0.063,0.1065,0.0435,0.015,0.227,0,0.0885,0.0135,0.195,0.001,0.0635,"ref_sample_480","reference"
0.038,0.014,0.037,0.0225,0.03,0.0215,0.023,0.0335,0.148,0.1155,0.164,0.1085,0.0705,0.0505,0.0745,0.049,"ref_sample_481","reference"
0.05,0.1645,0.0145,0.083,0.08,0.0955,0.136,0.059,0.009,0.013,0.0015,0.0055,0.0805,0.1255,0.012,0.0705,"ref_sample_482","reference"
0.167,0.0535,0.0105,0.126,0.151,0.054,0.089,0.0425,0.08,0.0605,0.0085,0.0695,0.0325,0.0195,0.0025,0.0335,"ref_sample_483","reference"
0.0175,0.0125,0.265,0.121,0.0225,0.007,0.0205,0.226,0.0065,0.008,0.0875,0.043,0.009,0.0065,0.1005,0.047,"ref_sample_484","reference"
0,0,0.06,0.02,0.2885,0.159,0,0.032,0,0,0.042,0.016,0,5e-04,0.289,0.093,"ref_sample_485","reference"
0.0295,0.0485,0.004,0.047,0.0155,0.004,0.0195,0.0115,0.316,0.1205,0.0345,0.2245,0.055,0.025,0.009,0.036,"ref_sample_486","reference"
0.0635,0.034,0.0195,0.032,0.0195,0.0105,0.068,0.0335,0.219,0.1725,0.059,0.1065,0.0585,0.0495,0.0225,0.032,"ref_sample_487","reference"
0.001,0.001,0,0.0025,0,0,0.0015,0.001,0.281,0.1955,0.036,0.149,0.1315,0.097,0.02,0.083,"ref_sample_488","reference"
0.104,0.0735,0.0215,0.0965,0.1,0.0295,0.0645,0.0575,0.033,0.0205,0.005,0.039,0.1235,0.0855,0.024,0.1225,"ref_sample_489","reference"
0.2235,0.062,0.0945,0.1345,0.004,0.002,0.1,0.1005,0.0025,0.002,0.0035,0.002,0.102,0.039,0.0505,0.0775,"ref_sample_490","reference"
0.0855,0.098,0.27,0.0305,0.049,0.021,0.0225,0.0335,0,0,0.001,0,0.1205,0.036,0.213,0.0195,"ref_sample_491","reference"
0.0275,0.022,0.02,0.0145,0.2795,0.125,0.135,0.099,0,0,0,0,0.0175,0.133,0.075,0.052,"ref_sample_492","reference"
0.0165,0.0075,0.083,0.0245,0.237,0.14,0.0375,0.1805,0,0,0,0,0.009,0.033,0.1665,0.065,"ref_sample_493","reference"
0.135,0.1235,0.0565,0.094,0.0215,0.116,0.0665,0.043,0.043,0.0175,0.015,0.0205,0.1055,0.0505,0.0345,0.0575,"ref_sample_494","reference"
0.213,0.1155,0.0255,0.102,0.005,0.0015,0.112,0.0395,0.074,0.02,0.004,0.0255,0.147,0.04,0.013,0.0625,"ref_sample_495","reference"
0.055,0.084,0.0215,0.039,0.036,0.0175,0.062,0.0325,0.114,0.078,0.0205,0.055,0.1365,0.1205,0.051,0.077,"ref_sample_496","reference"
0.109,0.1175,0.0255,0.047,0,0.0025,0.124,0.0395,0.1625,0.0865,0.029,0.053,0.103,0.0555,0.0135,0.032,"ref_sample_497","reference"
0.001,0.0905,0,0.0375,0.2475,0.152,0.197,0.058,0.003,0.0095,0,0.0075,0.0245,0.1195,0,0.0525,"ref_sample_498","reference"
0.1875,0.162,0.0715,0.1145,0.001,5e-04,0.11,0.0675,0,0,0,5e-04,0.1375,0.0465,0.0375,0.0635,"ref_sample_499","reference"
0.0615,0.026,0.3265,0.048,0.011,0.037,0.028,0.109,0.0015,0.001,0.0095,0.001,0.0405,0.0185,0.2565,0.0245,"ref_sample_500","reference"
0.0195,0.0125,0.021,0.0115,0.386,0.1415,0.092,0.074,0.009,0.0605,0.0415,0.028,0.001,0.054,0.027,0.021,"ref_sample_501","reference"
0,0,0.166,0.04,0.0305,0.022,0,0.0855,0,0,0.387,0.111,0,0,0.124,0.034,"ref_sample_502","reference"
0,0,0,0,0,0,0,0,0.2625,0.231,0.118,0.158,0.081,0.068,0.0295,0.052,"ref_sample_503","reference"
0.2175,0.102,0.0075,0.1495,0.0365,0.067,0.1095,0.0765,0.001,0.0015,5e-04,0.0015,0.092,0.0605,0.003,0.074,"ref_sample_504","reference"
0.064,0.026,0.017,0.0345,0.2065,0.1155,0.0935,0.0535,0.0155,0.039,0.01,0.0195,0.0435,0.147,0.035,0.08,"ref_sample_505","reference"
0.058,0.028,0.0065,0.0135,0.209,0.1315,0.162,0.045,0.036,0.1195,0.013,0.029,0.0195,0.0955,0.012,0.022,"ref_sample_506","reference"
0,0,0,5e-04,0.1045,0.0635,0.0125,0.0045,0.001,0.427,0.009,0.197,0,0.125,0.002,0.0535,"ref_sample_507","reference"
0.2105,0.0935,0.0185,0.0845,0,0,0.1815,0.0675,0.0155,0.009,5e-04,0.0105,0.157,0.0805,0.013,0.058,"ref_sample_508","reference"
